,atributo,type,uri,definition
15235,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/68876>,2016-06-17 17:00:00
6149,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/139946>,2016-11-01 12:00:00
10257,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/36180>,2016-02-14 10:40:00
19580,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/97239>,2016-06-17 06:30:00
7856,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21398>,2016-12-12 12:00:00
9835,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/33603>,2016-11-26 12:00:00
9756,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/33128>,2016-01-27 12:00:00
16717,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/78720>,2016-01-17 15:30:00
842,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/105744>,2016-02-26 19:30:00
19492,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/96724>,2016-06-01 17:10:00
4594,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/130238>,2016-11-08 00:00:00
18638,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/91304>,2016-12-17 17:35:00
7527,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/19104>,2016-01-06 10:35:00
7871,<http://localhost/FRAUDE>,crime:obs,<http://localhost/21444>,2016-05-01 12:00:00
16520,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/7743>,2016-04-28 16:50:00
6296,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/140772>,2016-12-05 10:00:00
16559,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/77663>,2016-07-22 19:00:00
12118,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48241>,2016-04-13 15:00:00
5719,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/136922>,2016-06-25 15:20:00
10149,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/35599>,2016-01-07 04:05:00
10995,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/41013>,2016-11-24 15:00:00
15889,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/73359>,2016-06-30 17:25:00
7876,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21487>,2016-08-05 12:00:00
12192,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48843>,2016-09-22 15:00:00
10086,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/35199>,2016-04-03 18:00:00
13945,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/60455>,2016-01-24 20:30:00
18659,<http://localhost/FRAUDE>,crime:obs,<http://localhost/91406>,2016-12-01 15:00:00
3247,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/121344>,2016-03-19 23:00:00
3612,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/123726>,2016-07-20 09:30:00
2743,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/118023>,2016-11-06 19:30:00
84,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/100678>,2016-11-26 22:02:00
19785,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/98554>,2016-08-05 18:23:00
1023,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/106835>,07/09/2016 20:20:00
7890,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21597>,2016-10-17 12:00:00
16055,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/74437>,2016-01-11 16:00:00
18061,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/87482>,2016-05-03 12:30:00
2751,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/118112>,2016-07-22 20:10:00
5811,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137477>,2016-11-13 16:24:00
3148,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/120572>,2016-11-06 17:00:00
4168,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/127363>,2016-04-13 15:21:00
12718,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/52265>,2016-04-15 12:00
15670,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/71810>,2016-06-18 11:40:00
15142,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/68210>,2016-08-01 21:45:00
6146,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/139945>,2016-10-29 10:50:00
13468,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/57697>,2016-02-13 22:00:00
10550,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/38026>,2016-07-22 12:00:00
12527,<http://localhost/FRAUDE>,crime:obs,<http://localhost/50935>,2016-05-20 12:00:00
15360,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/69880>,2016-05-19 16:00:00
14013,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/60938>,2016-09-10 04:00:00
10567,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/38175>,2016-08-15 19:30:00
3088,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/120104>,2016-11-29 20:30:00
15925,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/73675>,2016-12-26 23:22:00
14253,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/62646>,2016-12-02 21:00:00
19225,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95077>,2016-11-11 15:15:00
966,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106467>,2016-07-27 20:00:00
5312,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/134609>,2016-01-22 04:00:00
5481,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/135641>,2016-12-01 09:40:00
15097,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/67896>,2016-10-23 20:00:00
15268,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/69061>,2016-03-11 12:00:00
11943,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/47333>,2016-10-31 10:00:00
1357,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/108968>,2016-11-27 17:00:00
9481,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/31394>,2016-04-28 10:57:00
19279,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95398>,2016-05-02 20:00:00
9490,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/31466>,2016-06-17 18:00:00
16486,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/77233>,2016-09-08 01:00:00
13329,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/56905>,2016-10-18 02:00:00
7455,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/18631>,2016-06-01 09:05:00
261,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/101656>,2016-03-30 07:40:00
19656,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/97783>,2016-07-01 23:15:00
11370,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/43773>,2016-05-04 12:00:00
1365,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/109015>,2016-07-22 23:20:00
9719,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/32946>,2016-04-09 09:30:00
13973,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/6059>,2016-03-10 06:50:00
18444,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/89984>,2016-04-13 01:00:00
2634,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/11733>,2016-03-18 13:00:00
6002,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/138874>,2016-01-07 21:30:00
12335,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/49896>,2016-03-10 11:00:00
2705,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/117789>,2016-02-25 17:30:00
5135,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/133475>,2016-02-09 12:00:00
9519,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/31695>,2016-06-22 05:00:00
18518,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/90487>,2016-08-10 17:11:00
10920,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/4051>,2016-11-10 19:20:00
15935,<http://localhost/ROBO_A_PASAJERO_/_CONDUCTOR_DE_VEHICULO_CON_VIOLENCIA>,crime:obs,<http://localhost/73737>,2016-01-07 14:30:00
16581,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/77741>,2016-08-11 06:30:00
6795,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/14434>,2016-01-05 17:00:00
6384,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/141548>,2016-12-21 14:30:00
12789,<http://localhost/FRAUDE>,crime:obs,<http://localhost/52786>,2016-08-10 12:00:00
18138,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/8792>,2016-02-10 19:50:00
5994,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/138809>,2016-07-01 12:00:00
19189,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/94837>,2016-11-20 11:30:00
8755,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/27106>,2016-12-12 06:40:00
5475,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/135611>,2016-12-20 16:04:00
10112,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/35336>,2016-12-04 06:50:00
7408,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/18470>,2016-08-24 12:30:00
17643,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/84841>,2016-11-29 08:00:00
3372,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/122268>,2016-05-27 18:00:00
3605,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123706>,2016-09-19 11:40:00
1066,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/107030>,2016-03-09 13:50
2384,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/115682>,2016-04-30 06:00:00
18591,<http://localhost/DESPOJO>,crime:obs,<http://localhost/91000>,2016-05-25 01:00:00
10322,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/3670>,2016-07-13 17:40:00
14028,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/61054>,2016-01-07 15:00:00
14939,<http://localhost/ABUSO_SEXUAL>,crime:obs,<http://localhost/66917>,2016-09-17 23:00:00
7385,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/18239>,2016-08-29 12:00:00
14281,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/62747>,2016-08-19 16:15:00
19343,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95813>,2016-06-29 19:30:00
12380,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/50118>,2016-06-04 16:00:00
5383,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:obs,<http://localhost/135041>,2016-03-30 09:45:00
10737,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/39348>,2016-03-29 23:40:00
538,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/103581>,2016-01-14 22:30:00
12616,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/51462>,2016-04-22 10:00:00
6522,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/14230>,2016-08-20 05:30:00
15262,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/69029>,2016-06-10 14:45:00
14708,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/65312>,2016-09-18 23:30:00
9793,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/33302>,2016-02-09 21:00:00
4159,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127327>,2016-06-02 18:15:00
14164,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/6198>,2016-12-23 03:00:00
17333,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/8272>,2016-04-21 10:45:00
10807,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/39729>,2016-12-28 18:30:00
8864,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/27675>,2016-06-10 13:00:00
19044,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/94004>,2016-11-25 17:00:00
4741,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/131138>,2016-11-22 18:00:00
4219,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127655>,2016-09-03 15:55:00
8084,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/22777>,2016-10-07 20:10:00
4235,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127789>,2016-06-20 12:00:00
2317,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/115238>,2016-01-29 20:30:00
14456,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/63660>,2016-10-08 10:30:00
2578,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/117012>,2016-06-10 15:00:00
9358,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/30669>,2016-06-29 20:00:00
17986,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/8712>,2016-11-13 10:30:00
5126,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/133400>,2016-09-08 12:00:00
9004,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/28554>,2016-12-31 12:00:00
1074,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/107077>,2016-09-24 19:00:00
6589,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/142763>,2016-02-18 01:45:00
2232,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/114653>,2016-12-26 14:50:00
1034,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106864>,2016-10-29 21:00:00
13773,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/59447>,2016-08-24 19:30:00
18051,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/87446>,2016-02-15 18:30:00
19774,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/98510>,2016-02-19 22:45:00
10275,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/36281>,2016-08-28 22:00:00
19684,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/97974>,2016-01-26 13:30:00
16052,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/74436>,2016-01-11 08:10:00
11446,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/44221>,2016-04-25 18:30:00
11791,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/46290>,2016-04-08 10:18:00
19987,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/99869>,2016-09-01 11:00:00
13872,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/60006>,2016-06-08 20:20:00
17763,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85555>,2016-04-07 20:30:00
16909,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/79919>,2016-06-28 08:00:00
2249,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/1148>,2016-01-03 17:00:00
10491,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/37601>,2016-11-04 20:00:00
19900,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/9929>,2016-01-07 08:30:00
10410,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/37145>,2016-12-30 20:30:00
7698,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/20285>,2016-08-10 10:50:00
5863,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137767>,2016-05-06 09:00:00
6418,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/141722>,2016-05-29 08:15:00
7677,<http://localhost/DESPOJO>,crime:obs,<http://localhost/20135>,2016-03-20 20:00:00
5196,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/133839>,2016-03-21 00:00:00
13129,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/55431>,2016-12-23 15:10:00
18030,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87323>,2016-11-14 12:14:00
3198,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/120982>,2016-09-03 12:00
6055,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/139288>,2016-05-27 22:00:00
8470,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/25172>,2016-10-20 12:50:00
19172,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/94726>,2016-10-13 20:00:00
3253,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/121385>,2016-11-13 12:00:00
18076,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87603>,2016-05-01 03:00:00
3161,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/120616>,2016-03-19 08:00:00
4703,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/130853>,2016-01-31 00:00:00
7392,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/18302>,2016-04-02 18:30:00
5991,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/138753>,2016-09-20 12:00:00
7682,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/20195>,2016-02-07 18:15:00
14607,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/64570>,2016-01-31 20:00:00
6665,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/143139>,2016-10-06 05:30:00
14809,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/65916>,2016-01-21 21:30:00
17478,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/83772>,2016-10-07 22:30:00
13422,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/57468>,2016-08-04 15:30:00
7834,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/21260>,2016-09-19 16:05:00
7801,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/20983>,2016-11-17 10:00:00
14986,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/67200>,2016-10-18 21:00:00
16681,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/78505>,2016-11-15 20:00:00
11543,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/44878>,2016-03-01 14:40:00
15226,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/68815>,2016-04-26 22:30:00
5275,<http://localhost/FRAUDE>,crime:obs,<http://localhost/134320>,2016-07-12 15:49:00
19607,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/97369>,2016-09-02 08:00:00
8183,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/23412>,2016-07-09 12:00:00
11163,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/42282>,2016-05-09 17:00:00
9326,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/3052>,2016-04-05 12:00:00
3420,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/122515>,2016-12-05 08:00:00
15772,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/72571>,2016-11-18 19:10:00
8309,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/24190>,2016-12-14 19:30:00
2800,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/118363>,2016-02-28 10:00:00
19221,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/95072>,2016-11-05 10:20:00
10747,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:obs,<http://localhost/39370>,2016-01-25 00:30:00
19028,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/93888>,2016-08-30 20:00:00
4855,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/131859>,2016-06-11 15:00:00
8995,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/28487>,2016-09-19 08:00:00
3786,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/124714>,2016-11-13 12:00:00
12476,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/50630>,2016-10-13 14:00:00
8528,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:Denuncia,<http://localhost/2546>,2016-08-26 13:50:00
670,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/104398>,2016-11-29 10:00:00
