,atributo,type,uri,definition
5773,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/137270>,2016-11-24 06:15:00
1273,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/10832>,2016-09-14 17:00:00
10434,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/37271>,2016-03-08 18:00:00
10002,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:Denuncia,<http://localhost/3483>,2016-04-29 15:15:00
1125,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/107437>,2016-10-31 20:00:00
5371,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:obs,<http://localhost/134943>,2016-06-24 15:55:00
12132,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48391>,2016-09-23 12:00:00
10055,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/35086>,2016-10-04 14:00:00
1350,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/108942>,2016-01-02 01:00:00
12710,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/52180>,2016-12-20 10:00:00
4445,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/129225>,2016-04-07 08:00:00
16578,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/77734>,2016-07-31 23:00:00
3967,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/125990>,2016-12-18 07:00:00
7368,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/18168>,2016-01-10 02:05:00
18315,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/89165>,2016-12-27 16:45:00
19193,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/94857>,2016-11-30 20:40:00
5026,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/13291>,2016-08-14 21:30:00
10356,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/36909>,2016-03-17 08:55:00
5787,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137328>,2016-11-04 07:20:00
10203,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/35917>,2016-10-16 17:00:00
5209,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/133957>,2016-07-31 09:00:00
17276,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/82377>,2016-07-18 19:00:00
14214,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62292>,2016-04-12 04:00:00
4255,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/127933>,2016-03-26 23:30:00
7513,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/18995>,2016-05-30 07:00:00
14568,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/64382>,2016-02-29 07:30:00
18946,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/93300>,2016-11-17 07:30:00
18407,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/89798>,2016-03-14 09:00:00
2741,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/118012>,2016-12-21 21:50:00
14662,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/64995>,2016-03-15 17:00:00
7747,<http://localhost/DESPOJO>,crime:obs,<http://localhost/2066>,2016-02-06 16:30:00
17811,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85816>,2016-05-23 21:45:00
10990,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/41002>,2016-10-27 01:30:00
14301,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/62865>,2016-06-09 11:00:00
17048,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/8084>,2016-12-06 08:00:00
16863,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/79693>,2016-07-31 01:30:00
3433,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/122662>,2016-03-11 22:00:00
16700,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/78633>,2016-01-22 07:00:00
19934,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/99459>,2016-02-13 15:00:00
174,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/101116>,2016-01-26 03:00:00
7174,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/17049>,2016-06-24 20:40:00
9591,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:obs,<http://localhost/32128>,2016-08-18 02:00:00
4610,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/130370>,2016-07-28 13:00:00
5776,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137287>,2016-02-12 12:00:00
6774,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/143980>,2016-11-14 12:00:00
14376,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/63156>,2016-04-30 12:00:00
17054,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/80883>,2016-01-26 20:25:00
9677,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/32667>,2016-05-08 12:00:00
18140,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/87936>,2016-12-21 09:00:00
11709,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/45791>,2016-10-14 07:45:00
9211,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/29810>,2016-08-05 10:00:00
17608,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/8468>,2016-12-08 23:00:00
11054,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/41485>,2016-12-24 00:30:00
7650,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/19955>,2016-10-28 10:00:00
3483,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/122975>,2016-10-19 20:00:00
3018,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/119693>,2016-07-30 22:00:00
5855,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/137738>,2016-12-24 04:00:00
19564,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/97199>,2016-04-20 21:20:00
12371,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/50035>,2016-11-27 20:00:00
19161,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/94640>,2016-09-30 16:02:00
10093,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/35231>,2016-11-26 20:00:00
14204,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/62227>,2016-05-01 06:50:00
4985,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/132657>,2016-09-30 22:00:00
13118,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/55367>,2016-11-22 20:00:00
15145,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/68222>,2016-10-09 10:30:00
9348,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/3065>,2016-11-06 12:45:00
10575,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/38252>,2016-12-25 18:30:00
3428,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/122574>,2016-02-03 01:00:00
7648,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/19933>,2016-09-11 09:39:00
11430,<http://localhost/ABUSO_SEXUAL>,crime:Denuncia,<http://localhost/44123>,2016-06-09 14:15:00
11780,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_INTENCIONAL>,crime:Denuncia,<http://localhost/46216>,2016-07-25 08:02:00
7915,<http://localhost/DESPOJO>,crime:obs,<http://localhost/2170>,2016-04-28 16:23:00
5602,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/136337>,2016-12-14 06:20:00
3240,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/121285>,2016-03-31 12:00:00
12860,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/53471>,2016-04-08 12:00:00
17624,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/84758>,2016-05-31 07:10:00
5319,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/134656>,2016-09-10 15:50:00
556,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/103711>,2016-01-26 22:30:00
11098,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/41863>,2016-10-15 12:00:00
8512,<http://localhost/ROBO_A_PASAJERO_A_BORDO_DE_METRO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/25416>,2016-11-30 22:00:00
3100,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/12020>,2016-12-21 12:00:00
10580,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/38286>,2016-05-17 12:33:00
16461,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/76991>,2016-08-17 15:30:00
6124,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/139811>,2016-07-24 22:00:00
4341,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/12852>,2016-11-25 21:00:00
18455,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/90020>,2016-05-12 12:48:00
8352,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/24511>,2016-07-01 20:30:00
2620,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/11722>,2016-03-09 17:00:00
12820,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/53117>,2016-11-18 12:00:00
16070,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/74483>,2016-11-05 00:15:00
14861,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/66202>,2016-03-19 17:00:00
13173,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/55801>,2016-03-16 21:20:00
5458,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135489>,2016-01-30 15:00:00
17793,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/85718>,2016-05-04 21:30:00
13242,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/56296>,2016-09-22 15:15:00
1479,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:obs,<http://localhost/1098>,2016-12-13 10:30:00
16861,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/79683>,2016-09-12 13:00:00
8667,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/26507>,2016-04-16 22:30:00
8365,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/24563>,2016-04-18 19:05:00
14673,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/65034>,2016-10-10 17:00:00
16400,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/76620>,2016-05-25 09:00:00
3616,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/123744>,2016-05-14 12:00:00
5868,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/137823>,2016-04-27 00:00:00
6847,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/14844>,2016-01-18 15:00:00
18814,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/92497>,2016-01-22 12:00:00
3528,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:Denuncia,<http://localhost/12336>,2016-01-23 23:27:00
14952,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/6695>,2016-06-17 19:10:00
16469,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/77104>,2016-11-07 12:00:00
15016,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/67414>,2016-05-29 17:00:00
6115,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/139720>,2016-02-13 12:00:00
17591,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/84574>,2016-10-26 08:05:00
2113,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/114>,2016-07-28 03:33:00
19376,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/96071>,2016-07-23 14:35:00
17062,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/80920>,2016-11-19 01:00:00
15764,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/7252>,2016-01-22 20:20:00
3430,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:Denuncia,<http://localhost/12258>,2016-01-07 12:20:00
17120,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/81373>,2016-11-01 22:00:00
12857,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/53423>,2016-03-06 05:00:00
19931,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/99444>,2016-03-25 10:00:00
18637,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/91293>,2016-02-18 18:45:00
16597,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/77872>,2016-12-05 18:00:00
6372,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/14149>,2016-04-21 22:10:00
4428,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/129096>,2016-01-02 14:00:00
13192,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/55958>,2016-05-13 09:00:00
6068,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/139419>,2016-09-28 10:00:00
16972,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/80362>,2016-02-20 19:30:00
4261,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/127937>,2016-02-24 22:40:00
5072,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/133100>,2016-07-13 00:00:00
5402,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/135173>,2016-03-18 19:45:00
16620,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/78067>,2016-01-06 12:00:00
8139,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/23085>,2016-09-14 19:00:00
18764,<http://localhost/FRAUDE>,crime:Denuncia,<http://localhost/92184>,2016-01-04 12:00:00
10888,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/40323>,2016-02-01 11:00:00
15786,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/72654>,2016-09-05 07:00:00
8065,<http://localhost/LESIONES_CULPOSAS_POR_TRANSITO_VEHICULAR_EN_COLISION>,crime:obs,<http://localhost/22636>,2016-11-15 05:40:00
8754,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/27106>,2016-12-12 06:40:00
671,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/104398>,2016-11-29 10:00:00
14892,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/66613>,2016-06-15 12:00:00
5210,<http://localhost/DESPOJO>,crime:Denuncia,<http://localhost/134003>,2016-09-14 16:30:00
16699,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/78617>,2016-01-12 16:30:00
1235,<http://localhost/FRAUDE>,crime:obs,<http://localhost/108102>,2016-01-15 14:00:00
2808,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/118385>,2016-08-31 18:00:00
16424,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/768>,2016-07-21 10:00:00
13338,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/56962>,2016-01-30 19:00:00
4830,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/131739>,2016-09-03 16:00:00
3597,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/123679>,2016-11-08 12:00:00
19827,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:obs,<http://localhost/98820>,2016-05-09 01:30:00
17247,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/82236>,2016-11-27 20:00:00
10352,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/36868>,2016-11-26 18:20:00
12088,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/48114>,2016-05-20 20:00:00
579,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/103827>,2016-12-01 21:00:00
15,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/100068>,2016-08-20 10:00:00
12044,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/47847>,2016-01-15 10:00:00
8723,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/26872>,2016-05-13 22:00:00
17774,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/85632>,2016-05-26 09:00:00
13188,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/5592>,2016-07-21 13:25:00
12571,<http://localhost/FRAUDE>,crime:obs,<http://localhost/51217>,2016-08-26 17:00:00
1032,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/106858>,2016-11-02 17:30:00
11040,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/41361>,2016-09-16 22:00:00
13912,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/6031>,2016-12-29 13:57:00
12385,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/50127>,2016-06-14 12:00:00
14561,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/64343>,2016-07-05 18:00:00
19882,<http://localhost/ROBO_A_TRANSEUNTE_EN_VIA_PUBLICA_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/99194>,2016-10-09 00:16:00
13037,<http://localhost/ROBO_A_NEGOCIO_CON_VIOLENCIA>,crime:obs,<http://localhost/54756>,2016-10-16 01:00:00
10384,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/3703>,2016-12-24 21:30:00
870,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/105881>,2016-12-25 09:30:00
7083,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:obs,<http://localhost/16477>,2016-03-14 18:00:00
9674,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/32664>,2016-05-08 19:00:00
6598,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/142797>,2016-03-24 13:00:00
4121,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/127036>,2016-10-23 18:00:00
11068,<http://localhost/ABUSO_DE_CONFIANZA>,crime:Denuncia,<http://localhost/41584>,2016-02-06 10:45:00
2955,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/119193>,2016-08-12 13:15:00
16981,<http://localhost/AMENAZAS>,crime:obs,<http://localhost/80375>,2016-07-28 09:41:00
386,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/102505>,2016-09-12 21:45:00
10009,<http://localhost/NARCOMENUDEO_POSESION_SIMPLE>,crime:obs,<http://localhost/34869>,2016-03-13 14:30:00
2893,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/118867>,2016-01-25 20:00:00
8341,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/24408>,2016-04-30 17:30:00
6623,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_SIN_VIOLENCIA>,crime:obs,<http://localhost/142925>,2016-03-13 00:00:00
13604,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/58464>,2016-08-02 12:15:00
11363,<http://localhost/ABUSO_DE_CONFIANZA>,crime:obs,<http://localhost/43686>,2016-09-29 01:00:00
9695,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/32830>,2016-07-03 09:00:00
13531,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/58083>,2016-10-24 15:50:00
15547,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/7095>,2016-07-02 14:30:00
11710,<http://localhost/DAÑO_EN_PROPIEDAD_AJENA_CULPOSA_POR_TRÁNSITO_VEHICULAR_A_AUTOMOVIL>,crime:Denuncia,<http://localhost/45811>,2016-10-27 07:30:00
17302,<http://localhost/USURPACIÓN_DE_IDENTIDAD>,crime:Denuncia,<http://localhost/8253>,2016-03-05 10:00:00
4003,<http://localhost/LESIONES_INTENCIONALES_POR_GOLPES>,crime:obs,<http://localhost/126164>,2016-02-22 12:30:00
2912,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/118964>,2016-03-01 12:00:00
15309,<http://localhost/DESPOJO>,crime:obs,<http://localhost/69405>,2016-09-26 12:00:00
3764,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/124572>,2016-02-22 13:00:00
203,<http://localhost/ROBO_DE_OBJETOS>,crime:obs,<http://localhost/101305>,2016-07-15 12:00:00
5110,<http://localhost/DENUNCIA_DE_HECHOS>,crime:Denuncia,<http://localhost/133334>,2016-10-09 18:30:00
2916,<http://localhost/VIOLENCIA_FAMILIAR>,crime:Denuncia,<http://localhost/118994>,2016-02-07 10:00:00
12443,<http://localhost/FALSIFICACION_DE_TITULOS_AL_PORTADOR_Y_DOCUMENTOS_DE_CREDITO_PUBLICO>,crime:obs,<http://localhost/50395>,2016-12-28 13:55:00
11266,<http://localhost/ROBO_DE_OBJETOS_DEL_INTERIOR_DE_UN_VEHICULO>,crime:Denuncia,<http://localhost/43122>,2016-07-25 02:30:00
4769,<http://localhost/VIOLENCIA_FAMILIAR>,crime:obs,<http://localhost/131315>,2016-07-04 10:00:00
8746,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:Denuncia,<http://localhost/27063>,2016-06-25 16:00:00
371,<http://localhost/ROBO_DE_VEHICULO_DE_SERVICIO_PARTICULAR_CON_VIOLENCIA>,crime:obs,<http://localhost/102333>,2016-08-23 12:25:00
8749,<http://localhost/ROBO_DE_ACCESORIOS_DE_AUTO>,crime:obs,<http://localhost/27083>,2016-06-29 18:00:00
13648,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/58773>,2016-01-30 04:00:00
7323,<http://localhost/DENUNCIA_DE_HECHOS>,crime:obs,<http://localhost/1794>,2016-05-07 13:00:00
16998,<http://localhost/AMENAZAS>,crime:Denuncia,<http://localhost/80520>,2016-05-22 19:30:00
2622,<http://localhost/ROBO_DE_OBJETOS>,crime:Denuncia,<http://localhost/117246>,2016-03-30 16:00:00
2213,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:obs,<http://localhost/114501>,2016-03-30 15:00:00
10934,<http://localhost/ROBO_A_NEGOCIO_SIN_VIOLENCIA>,crime:Denuncia,<http://localhost/4060>,2016-08-04 19:19:00
15968,<http://localhost/ROBO_A_TRANSEUNTE_DE_CELULAR_CON_VIOLENCIA>,crime:Denuncia,<http://localhost/73897>,2016-09-28 14:00:00
3251,<http://localhost/ROBO_A_CASA_HABITACION_SIN_VIOLENCIA>,crime:obs,<http://localhost/121371>,2016-10-27 17:00:00
